Comments,Score,Difficulty,Attendance,Would Take Again
sometimes upsetting especially if went to check on project and did not do as said in beginning of class stated would check homework and give hw graDE BUT DIDNT OK BUT NOT FOR ME,3.0,4.0,,
"Great teacher, always answered questions and was very helpful.  Gave many examples and formulas for tests.",4.0,2.0,,
Students correct him examples. Not a good math teacher.  Doesnt give you enough time for tests and is just plain not a good teacher,1.0,4.0,,
His beard is a masterpiece,5.0,3.0,,
Prof. Turna made this class a whole lot easier than I heard it was going to be. He was very clear with his lectures and explanations. He gave us the formulas for the tests and quizes. Highly recommend him for this course.,5.0,3.0,,
Has been an excellent teacher. The course work is def manageble I took his nite class which made it nice because we would spend most of the 1st half on hmwk ques and the rest on new material. If you need help he will meet you at a dif time if the office hours dont work. Dont leave class early or you might miss an easy 10pt quiz.,5.0,3.0,,
Great teacher and very helpful. Would recommend this instructor.,4.5,4.0,,
"Mr. Turna was a great professor. He really made sure we understood everything. I would highly recommend him for math classes, and he is pretty funny.",5.0,2.0,,
Very Good! Makes sure you know the stuff before moving on,5.0,3.0, Mandatory,
"I think Mr Turna was ok. He wasnt the best ive had, but deff not the worst. Give him a chance",3.5,3.0,,
I think Mr.Turna is an awesome teacher and I really enjoyed his class. I've taken 5 math classes at BCC and he is THE BEST!!!!,5.0,1.0,,
"Truly one of the best educators in Eng. at CU. Course material was not the easiest, but Prof. Marsland explained concepts in a way which was simple to understand. Assignments/labs were good in solidifying concepts, and exams weren't too bad. Prof. Marsland truly cares about his students, and is very kind. Highly recommend taking this class w/him!",5.0,3.0, Mandatory, Yes
"Hard to add to the many good things that were already said. One of the best profs at CU. Absolutely hilarious, extremely knowledgeable and caring, decently tough grader but gives good feedback, making it easy to improve. BEST supervisor for capstone/masters. Makes you work for it, but you will have a blast and learn a lot. Give him a medal already.",5.0,3.0, Not Mandatory, Yes
Did an incredible job teaching the material. Was always available to answer questions both in class and outside of class. His office always has the door open and is willing to spend is time to help you out. Really kind person and great professor. Do the practice and pay attention in class and you'll be just fine.,5.0,3.0, Not Mandatory, Yes
"Prof ian is very  knowledgeable about the course, he did great job transferring the knowledge to us.  he is a nice guy personally I recommend everybody to take one of hi courses. ",5.0,1.0, Not Mandatory,
"The best professor ever. A great man. You enjoy his courses and you enjoy his supervision.  Among the few who knows, extremely clever.",5.0,4.0, Not Mandatory,
One of the best professor at department of systems and computer Eng.  I advise    students to take him as supervisor.,5.0,1.0,,
He is great man. Specially in terms of humanity. He is not only a good professor but also is a great man.,4.0,2.0,,
My favourite prof.,5.0,2.0,,
"One of the few good professors out there, presents the material clearly and always open to helping students with what they may need.",4.5,3.0,,
He knows abt his subject but perhaps reluctant to tell...makes subject easy but not going into depth..his papers and assignments come from previous year assignments or papers or mix ...hes ok kinda professor doesnot want to bother his students or he wants to be bothered..LIVE AND LET LIVE...,3.0,2.0,,
"Extremely knowledgeable! Difficult assignments and I hear the exams is even worst.",4.5,5.0,,
"Good Prof, really helpful repeats things till everyone gets them but really hard final and 70 % of the class failed",4.5,2.0,,
VERY HELPFUL AND UNDERSTANDING!,5.0,5.0,,
a good prof. for this course...explains concepts in a clear and concise manner....illustrates examples to strengthen concepts.....and is extremely understanding when it comes to tests and midterms...gives sufficient no. of chances for those students who couldnt make it the first time..,4.0,3.0, Mandatory,
"inredible.  looove him. LOOOOOOOOOVE HIM.  so intelligent and EXTREMELY HELPFUL, HEY BRYANT TAKE A HINT",5.0,1.0,,
"If you're an engineer, you'll really appreciate this prof.  Very helpful, good sense of humour, down to earth.  Assigns alot of work (for your own good) but is a really Good Teacher.",5.0,3.0,,
"AMAZING PROF PEOPLE HE IS SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO helpful it's crazy, he will help with assingments",5.0,2.0,,
"Better than Bryant, but still found it hard to follow because I never took a C++ class before.",2.5,3.0,,
"I never took a computer course in high school, but I completely ripped apart this course. Not knowing a THING about programming, then coming in and finding my easiest course to be C++, that says something about the prof!",4.5,2.0,,
Oh Yes! Perfect human being. Perfect Prof.,5.0,1.0,,
"While I do love theory-type courses, Prof Billig refuses to clarify different parts of the lectures and attempts to want students to guess the most important points. Tests are extreme with lots of questions never covered before in-class notes or textbooks. The grading scheme is out of control with a 70% exam. ",1.0,5.0, Not Mandatory,
"Terrible! Overcomplicates topics and does not motivate anyone. Teaches materials at a ridiculous speed. Sometimes leaves important concepts as an exercise, which he never ends up taking up or discussing with students afterwards. Hardly any straightforward examples.",1.0,5.0, Not Mandatory,
"If you want to learn the mathematics deeply, highly recommend him. But sometimes his class progress is a little bit fast, make sure doing some previews before his class. ",4.0,4.0, Not Mandatory, Yes
The prof's questions on evaluations get ridiculous with complex wording and lots of concepts that are hardly ever discussed in class. He welcomes everyone to his office hours but his answers to questions often get super confusing. Would not take again!,1.0,5.0, Not Mandatory,
"Prof. Billig is a nice guy, very bright, and a good lecturer. But I got a poor grade in his group theory course because the final exam was worth 70% of the course grade, there were several topics that were taught that ultimately weren't tested, while a couple topics from later in the course took up a disproportionate amount of the test. Be warned.",4.0,4.0, Not Mandatory, Yes
"No examples, no solutions to his practice problems. Lectures hard to follow",1.0,5.0, Not Mandatory,
Found the course concept interesting but that was only through the textbook. The lectures themselves are very dry and rushed. Likes to throw a bunch of theorems at us but leaves several proofs for us to do on our own without any feedback. Tests were also extremely difficult.,1.0,5.0, Not Mandatory,
"No lecture notes, immediate L",1.0,5.0, Mandatory,
"Yuly has a deep knowledge when it comes to this course. However, his attitude is kind of harsh and self-righteous. His lecture delivery method is also kind of uninspiring. Never attempts to give much examples other than stuff that's not even related to his evaluations and expects unnecessary details in his evaluation. Would not take again!",1.0,5.0, Not Mandatory,
He encourages students to work together in lectures as much as possible but his course evaluations are hardly ever related to any of the lectures. Some of his explanations also tend to be all over the place. ,2.0,5.0, Not Mandatory,
I loved this professor! Learned so much from him. ,5.0,3.0, Not Mandatory, Yes
"Prof Billig encourages class participation and tries to be helpful. However, his lecture delivery is often rushed and almost always focused theory-wise. Hardly gives strong examples.",1.0,5.0, Not Mandatory,
"Would definitely stay away if possible! His approaches to the course are almost always like a puzzle, which is pointless because the concepts should be presented with examples. He also doesn't have a consistent office hours time range, sometimes ending way too early.",1.0,5.0,, No
"He may seem knowledgeable but his lectures are very difficult to follow along, even after watching it so many times. Leaves many important concepts as an exercise, which should be covered as they need clarification. Very tough expectations too on tests, which are extremely difficult and are graded super heavily!",1.0,5.0,, No
"Focuses too much on theoretical stuff. There's barely enough application type questions to help crack into practice problems. In fact, most of these types of questions are left as an exercise which is ridiculous. Be ready to research application examples yourself.",1.0,5.0, Mandatory, No
I understand that Algebra is an advanced course but the tests that he gives are very difficult. Practice problems only help prepare for 50% of the test while the other half consists of questions that never appeared in lectures or textbook. Never posts solutions to practice problems/tutorials and waits forever to upload solutions to tests.,1.0,5.0,, No
"Lectures are totally confusing. Even if you pay attention in class, you still won't understand the way he explains the concepts. Focus is too much on theoretical things. Examples on Algebraic proofs are not enough at all and expects so much of them on tests. His response to questions are even more confusing.",1.0,5.0,, No
Algebra is normally a challenging course but he tried to make it several times more difficult with heavy and confusing lectures. His tests are way too brutal and often cover things that are unrelated to lectures or textbook. His office hours sometimes end way too early and some people don't even have a chance of asking him.,1.0,5.0,, No
Challenging but extremely interesting! Gives a lot of motivation for why we study what we study instead of simply stating results with no commentary. Highly recommend!,5.0,4.0, Not Mandatory, Yes
Very confusing lectures. Moves in a pace that's very difficult to keep up. Leaves too many things as an exercise without starting an example related to them. Lack of proof examples especially. Never posts solutions to practice problems. Did online research on the topics covered and got an A on tests.,1.0,5.0,, No
you are the best professor i have ever seen in my academic life,5.0,5.0, Not Mandatory, Yes
Terribly Organized. One of the worst profs I've had at Carleton througout my Civil Engineering degree. Glad that CIVE 4301 was my first and last course with this professor. ,1.0,4.0, Mandatory,
Makes the course less interesting. Do not take a course with him  ,1.0,5.0, Not Mandatory,
"I started this course having heard Siva was difficult. Fast forward to the end of the semester and I have been very satisfied with how he teaches, and his flexible/easy going attitude. His lectures mostly focus on theory, with examples in the tutorials. He is nice to students, very knowledgeable in geotechnical/foundation engineering.",4.0,3.0, Mandatory, Yes
"Will give you a good foundation for knowledge as long as you go to class. He posts useful supplementary lecture notes which will also help you get a good footing. If you do not take consistent notes, you will be in a pile of trouble. Tutorials are really useful so make sure to get your bearing.",3.0,3.0, Mandatory, Yes
"Professor Sivathayalan made Geotechnical Engineering a breeze. I will say that the lectures were quite boring due to the material, not the professor. He gives you everything you need to succeed, meaning that assignments, the midterm, and the final were all fair game and straightforward. Would highly recommend.",4.0,2.0, Not Mandatory, Yes
he is very tough grader and not to be taken chances with him . i guess he should be out put some work in assignment .12 pages question paper. dnt goo for it. he will runie your life,1.0,5.0, Not Mandatory, No
"It's hard to say anything positive about Siva, except for his flawless attendance. My PA sessions were more useful to me. Siva made a lot of techniques hard to understand, and he places importance on number-crunching and basic knowledge than the techniques we need to learn. Also, I feel he didn't prepare us enough for the final (midterm was okay).",1.5,4.0, Mandatory,
"JUST DO ALL THE HOMEWORK AND PASS THE CLASS. He is like a fairy princess that solves the questions in one step. Let him use his magic wand to put you to sleep. Go to class, but don't expect much.",1.5,1.0, Mandatory,
I believe this professor was one of the best ones i ever had. He approaches the content in a very consistent and chronological way. After all he is a geo-technical engineer so soil mechanics is his main thing. DON'T LISTEN TO OTHER PEOPLE THAT WHINE ABOUT THE FACT THAT THE MIDTERM WAS HARD  HE IS BORING AND ALL THAT. HIS QUESTIONS APPEAR ON EXAMS.,4.0,1.0,,
He enjoys annoying students by making and complicated exams. Very boring classes. Notes very theoretical and not practical.,1.5,5.0,,
This professor is the worst you could have for ECOR 1101! He makes the midterms so complicated that is hard to get a good grade. If you don't want to take the risk of failing...don't take the class with him.,1.0,5.0,,
No Comment,1.0,4.0,,
very nice and helpful person,5.0,1.0,,
Very excellent prof.,5.0,1.0,,
"what can i say !... he killed my intrest in engineering :( if there was a kingdom for the bad profs he will be the king, dont take anything with thtis idiot i dont care if you have to skip the whole year,,, it will still be better",1.0,5.0,,
He appears at opportune times during the exam review to reveal a few mustache hints.,4.0,3.0,,
very bad . dont take the course with him even if he was the only prof there.,1.0,5.0,,
"The quizzes and midterm are fair, but the final was ridiculously hard.  He did not place enough emphasis on the last part of the course. The lectures are excellent: slides for theory, blackboard for examples, his accent is very understandable.",4.0,4.0,,
It's easier to teach yourself than attend class and STILL TEACH yourself,1.0,5.0,,
"Dr. Liston is extremely passionate, which makes her lectures engaging and interesting. She is always available over email and is happy to set up a meeting despite juggling a lot of classes. She made it clear she wanted her course to be easy and enjoyable. We are very lucky to have such an amazing professor of anthropology at UW.",4.0,2.0, Not Mandatory,
A truly wonderful person. Cares about her students and is very smart. We are lucky to have her as a professor.,4.5,3.0,,
She is an amazing prof and an even better person! Her lectures are clear and she is always there to help. Best prof I've ever had!,5.0,3.0,,
She is so interesting and such a nice person!,5.0,1.0, Not Mandatory,
Hands down the most amazing prof I have ever had!,5.0,1.0,,
Most amazing professor ever! She is super helpful and a wonderful person!,5.0,3.0,,
"My lowest mark thus far in University. The midterm exam was 15 matching, 15 fill-in-the-blank and 50 multiple choice, in 50 minutes, which was absolutely ridiculous.",1.0,5.0,,
"ANTH 355 and 455 are great courses. If you aren't interested in the subject matter don't take it. It is a lot of work, but it's very interesting. I really learned a lot.",5.0,3.0,,
"Anth 101 was the first class I took when returning to my university studies and Liston was the prof. Amazing! I loved every minute, made it my major and have been lucky enough to have had her twice since.  I got a 97 and haven't looked back since!",5.0,3.0,,
"I love Maria Liston.  I took her at ACC in the early 1990's for a few courses and found her to be wonderful and SEXY at least back then but it has been a while. Got straight A's.  Yeah, I studied.  T.M here blowing you a kiss Maria, lol.",4.0,3.0,,
"One of the best classes I have ever taken at UW. Helpful, always available and reliable. Liston was respectful towards students and did her best to ensure that everyone understood lectures and readings. Necessary to attend classes and read the text book but overall, a great class and an amazing prof.",5.0,4.0,,
"I don't understand why people say that Dr.Liston is arrogant or rude--she is a wonderful, kind, helpful lady who is profoundly interested in her work, and the work of her students. She is always available during office hours or after class for questions if somehow a student doesn't understand her crystal-clear lecture style. All-in-all a great prof",5.0,2.0,,
"This is NOT A BIRD course, and I think that a lot of people come into it thinking that, so she makes it even harder lol Hard exams that are extremely detailed. Very interesting material, I loved the course, but did poorly when compared to my other marks. Take it to learn something new, not to get a high mark.",3.0,5.0,,
holy crap i thougth i was goign to ace this class...did not happen. this prof is really nice but her exams are just so detailed. Very detailed. Good prof though.,4.5,4.0,,
I really really liked the material in this class but the prof was insane ! She singles you out if you come late or leave early (and what if you had an appointment or an emergency??). She's extremely rude and blames her mistakes on the TA's. The tests were based on a lot of tiny details rather than on majority of the course content. Not impressed..,2.5,4.0,,
"I am an A student. I have all 80's in every other class but not this one. When she says she's not trying to weed students out, she is definetly lying. Her tests are hard !! She doesn't always cover the important information but rather details. She's intelligent but arrogant do not expect any lieniency. Leave your interest in maria anthro as interes",1.0,5.0,,
"A teacher who knows her stuff. However, she has no people skills at all. Very condescending and that seems to rub off on her T.As. I've graduated from 2 other universities and never experienced such arrogance. As a 30 year old student, she needs to realize that the characteristics of a student are changing. We all don't skip class and arrive late.",4.0,3.0,,
"Good lecturer - pretty picky marker, can be snappy sometimes",4.0,4.0,,
You guys think she's arrogant because you're the dumb people who come in 45 mins late for a 50 minute class. She's the best!! I just sit in my seat listening to her awesome-cool stories and then laugh when she yells at someone for coming in late/not turning their cell phone off/leaving early. It's the best class!!,5.0,2.0,,
Some people obviously don't come to class or come to class late. Dr.Liston's strict with her policy on tardiness and rightly so. The lecture hall she teaches in isn't arranged well and it's very annoying if entire rows of people have to get up to accomodate a person who shows up 10 min late. Dr Liston simply speaks for the majority. V.good teacher!,5.0,2.0,,
"I always thought Christine was a lovely lady. I should state that I did not attend many classes, as they were at 8:30 on Mondays, but the classes I did attend I could tell she was passionate for what she taught. Despite this, the material was tricky and so were the assignments. If I tried more, I may have had a better experience, but ces't la vie.",3.0,3.0, Not Mandatory,
"She bullied me for the semester that I was in her class. I can't go into details because she'll probably pinpoint me, but I've met others who have dealt with her passive aggression. I think most of the people she's bullied don't want to write an honest review about her for fear of her retribution.",2.0,1.0,, No
What a gem!  Well laid out structure and assignments makes sense and engage with the material.  Incredibly understanding for accommodations and enjoyable lectures.  Allowed for differing opinion on topics and their impacts as well as class discussion.,5.0,3.0, Not Mandatory, Yes
"Lovely woman and a good class overall. She is the kindest, most accommodating teacher I've had.  Exams were very easy and the course did not need much work. My only criticism is that the stayed very superficial and didn't go into detail, but then it is a first year course.  I recommend it!",4.0,1.0, Mandatory,
"this prof is nice in lecture, its true. but i found her to be such a fast talker, i couldnt note or remember a lot of her content. it also annoyed me that she focuses highly on the QUANTITY rather than the QUALITY of investigations. we had too many books and not enough coverage. by the end it got very sloppy. unimpressive",2.5,2.0,,
Very nice lady; very fair.,5.0,3.0,,
"Professor Sypnowich is a really great professor. You can tell she cares about the students and about what she's teaching. She's also quite clear, and has a funny sense of humour. I would take another course by her very quickly! :)",5.0,3.0,,
"Awesome professor who really cares about her students! She even recognised me from her 200 student class in the drug store.  Papers (marked by the TAs) were fairly difficult, but on exams and midterms (marked by herself) it was very possible to achieve a high mark (eg above 90) which I don't think is possible in any other philosophy class at queens",4.5,2.0,,
"I've now taken both her 153 and 257 courses, and I could not love her more. A professor who actually knows how to teach and more than that, actually cares about her students. She tries not to let her bias show through her lectures and makes time for class discussion. She is my favourite professor at Queen's, hands down.",4.5,3.0,,
EXCELLENT Prof! Her lectures are clear and captivating. She is very approachable and helpful. Her course is well-organized and I loved her lectures. Highly recommended.,5.0,3.0,,
"Interesting class. She's very good at explaining and clarifying the text as well as going beyond it. But be warned - if you don't like Rawls, you will not survive. You MUST like Rawls.",4.0,1.0,,
She is an amazing professor. She is fair and teaches her class in an interesting and engaging manner.,5.0,3.0,,
"Fantastic Prof. She managed to clearly cover the subject matter without teaching in a biased way (which I was worried about before the class). Classes were carefully planned ahead of time, and lectures were highly engaging. Definitely a good choice for any 1st year student with an interest in politics.",5.0,3.0,,
"Fabulous, fabulous, fabulous. She could have moderated discussion more in class but despite that I could never bear to miss her lectures. Also, she knows how to teach, which is something I cannot say for some of my other profs.",5.0,4.0,,
"Smart person, but not the best moderator in discussions... Too many class minutes were wasted waiting for non-sequitorial comments to be spun out..and too many texts: why read 300 page novels to spend 1/2 a class ""discussing them""??? Pick 4-5 core texts and REALLY dissect them over the term, rather than skim through a dozen and a half of them.",4.0,1.0,,
"Best class I took all year, without a doubt.  Also, the only class I regularly attended, because I just couldn't stand to miss it. Amazing teacher, fair marker (tough at times), and wrote an excellent exam.",5.0,3.0,,
"More than just an accomplished scholar, Sypnowich is a tremendous teacher. I've been fortunate enough to have had the opportunity to take a number of her courses now, and each one has been amazing. Her dedication and enthusiasm for teaching shows as much in her availability outside of class as in her lectures. Thanks again for all your help.",5.0,3.0,,
You will do great in this class so long as you forfeit your own knowledge and nod along to everything she says and pay no attention to that fact that all for her theories are completely divorced from reality . . . enjoy!,3.0,2.0,,
"I took her political philosophy class ""The Citizen + the State"".  I'm at Carleton now, studying law + poli sci and a day doesn't go by when something I learned from her class comes up.  It proved to be a very useful foundation.  Sure she is a hard marker but she was very good at providing feedback too, which is more than I can say for some profs.",4.0,4.0,,
Great proff. Nice Lady. Very tough marking indeed by herself and proffs. Writing a well thought out and carefully edited paper to get between 70-73 is tough to deal with.......,5.0,4.0,,
"I question why he is actually still teaching.  He has little regard for students and colleagues alike, constantly talking down to people in such a distasteful way. I learned nothing in his course and I've learned nothing from him. Most seminars were spent sitting in absolute silence and when he did speak, it was just to criticize someone. Beware.",2.0,5.0,,
"Prof. Gunn is a tremendous scholar and a very interesting guy. He's also an amzing speaker. He's one of those teachers who makes you smarter, more articulate, and better able to analyze texts and think critically just by listening to him speak. (Note that 450 is really more of a philosophy course than politics. But that's a good thing in my books!",4.5,3.0,,
"Yes, he is a brilliant man, at least as it pertains to liberal theory, and he was very generous with his office hours.  But he is also an unqualified Anglo-Canadian chauvinist, and a prissy and depoliticized Oxford graduate.  Go with Eleanor Macdonald if you care about the world.",3.5,4.0,,
"In my opinion, Prof. Gunn is the most talented professor in the department. He has an encyclopedic intellect and is both clear and concise. He is always willing to take time with students to clarify concepts or develop writing style. Highly recommended.",5.0,2.0,,
"Sharp as anything, witty and kind.  This was a challenging seminar course.  A philsophy background assisted quite a bit.",5.0,3.0,,
"Now in law school, I often wish the faculty were HALF as good as this man. He's a genius but his courses are EASY. You don't even have to do the readings if you take good notes and read other stuff on your own. Taught me how to think and write clearly.",5.0,1.0,,
Great Lad.,5.0,3.0,,
Claims to know every political theorist living or dead. He rewards good writing.,3.5,3.0,,
"A true genius. If you can have him, make sure you take his class",4.0,3.0,,
"Difficult course, but hard work is rewarded.  Don't be afraid to ask for help.",4.5,4.0,,
"Brilliant. Good lecturer, even more help in person.",4.5,2.0,,
"great prof, extremly smart",4.0,4.0,,
"quite simply, a genius!!",4.0,3.0,,
this man is a genius,4.5,3.0,,
Best teacher in sociology. This course was incredible and she was the best teacher,2.0,3.0,,
She does a good job specifying important concepts and it's interesting to hear about her research. Slightly unclear on what will be on tests/in assignments and how they will be graded.,4.5,2.0,,
Great Prof...I used to be bad at math but she explains stats well.,4.5,2.0,,
Good prof. She explained hard concepts well. She's also very easy to talk to.,5.0,3.0,,
"Lectures are incredibly boring and attendance isn't necessary to do well. The course material is boring in general, and she doesn't make it anymore interesting, but if you do your readings you'll do alright.",3.0,3.0,,
"She is very easy and wants students to do well.  Lectures were boring at times, but she tried hard in making sure we understood and that was great.",5.0,1.0, Mandatory,
Fantastic!,5.0,4.0,,
"She's very committed to her students.  Her toughness may be confused with insensitivity, but she recognizes her students' potential and pushes them to achieve more.  Like a mother, she'll take care of you but she'll make you work.",5.0,2.0,,
Not helpful at all.  Poor interpersonal skills.  Not a good lecturer.,1.0,5.0,,
"She is very clear in lectures and presents the material well, but her tests are almost impossible to do well on.  She is not that helpful one on one and seems inapproachable and not very understanding.",3.0,5.0,,
amazing person and really helpful,5.0,3.0,,
"The grading is somewhat favorable. You don't learn much in class. He spends most of class saying how the students are not smart and won't make very good auditors. Though, he his smart on the subject. You are required to write a notecard which counts as your attendance.",2.0,3.0,,
"Yardley knows his stuff and the grading is favorable to students; however, I absolutely hate his attitude. He is intimidating and overall makes class uncomfortable. It seems like every class is lecture in how we mostly suck at life. Some people like him but if you want a laid back comfortable classroom environment, he is not for you.",2.0,4.0,,
"Great teacher. The way he administers his class and how grades are weighted is favorable to the student. Although the course itself is very dull, he tries to make the class at least a little interesting.",4.5,4.0,,
"Had for a graduate level international accounting class several years ago.  Was a difficult situation for him replacing another professor after the second or third week of the semester.  Very difficult class for me, really didn't enjoy his teaching style at all.  Found him to be very aloof with his students.",3.0,5.0,,
"I agree with the person before me, unless you enjoy waking up early to fill in blanks that won't help you study for the test there is absolutely no point in going to class.  The tests are hard and there's really nothing inparticular I call tell you to help you out. Good luck..",1.0,4.0,,
"If going to class to fill in blanks left in powerpoints appeals to you, than Yardley is your man. Very boring, hard to learn in class. without the text book you will not learn a thing.",2.0,4.0,,
"pretty cool prof, kinda reminds me of Doc Brown off back to the future .. just waiting on him to bust out yelling ""Great Scott!! 1.21 Gigawatts??""  Class isnt too bad though, kinda boring",2.5,4.0,,
Class is hard and he is a little weird... But his online class notes are very helpful when test time comes around. Test are not that hard if you prepare well.,4.5,2.0,,
Excellent teacher!!!!  Only person I know who can make Accounting INTERESTING!!!!,5.0,4.0,,
I had him for 2 semesters in 1995/1996.  He provided a great framework for the material.  Definately has helped in my career.,5.0,3.0,,
Best teacher I ever had,5.0,4.0,,
Worst ever. Tough grader.,1.0,5.0, Not Mandatory,
"1) materials are just pictures, no notes or slides to read
2) have to figure out the text book
3) lectures are super slow
4) doesnt help out students in need 
5) grades theory questions in binary 0 or full no inbetween
6) just avoid man or risk getting a C",1.0,5.0, Not Mandatory,
I am not sure why does Concordia University keep this lecturer among its staff? I was one of his students in the past and one of the reasons that made me think of leaving the school is Mehmet Ali due to his very bad way of teaching and dealing with students. He has nothing so he gives nothing. An awful lecturer really. Take care innocent students.,1.0,5.0, Mandatory,
Gives monotonous lectures. Lots of mathematics. Tough grader.,2.0,3.0, Not Mandatory, No
"The material is heavy and difficult, but he explains everything in detail and makes it easy to understand. I highly recommend him for ELEC 463 and ELEC 464",5.0,3.0, Not Mandatory, Yes
"I don't know what on earth does he thinks while giving fina grade, I got almost full marks in assignments and projects and nearly 76% in mid and my final was also good.. everything was fine until I receive my final grade which was B+ I was expecting at least A- as many of my friends got A- with same marks as mine in mid, assignments and project.",2.0,2.0, Not Mandatory, No
He simply reads from the book in a monotone way. Projects are not very hard.1st midterm is all multiple choice from his lectures. 2nd and final are multiple choice and probability. The class is easy but the way he teaches make it hard because he thinks its a probability course. He gives very hard probably questions. Please avoid him.,1.0,3.0, Not Mandatory, No
He tries to include the probability in order to make the exams unsolvable. 50% of the total grade is on the probability that has nothing to do with what he teaches or even the course itself. He uses the project of the previous prof that taught the course. Unable to create a project himself. It is a useless course with the worst prof. Avoid him.,1.0,5.0, Mandatory, No
"This professor should focus 90% of his classes on doing examples and teaching students how to approach probability problems in telecom, rather than focusing on elementary material. The extent to which he teaches is ""The OSI model is a network standard developed in the 80s."" He then asks you to solve complex probability problems.",2.0,5.0, Not Mandatory, No
He has an unpleasant attitude. Makes life difficult. Told me to reconsider my major just because I wasn't doing well in his class. Very rude!,1.0,5.0, Not Mandatory, No
"Don't take him, Really horrible. Doesn't make sure his students know the topic.",1.0,4.0, Not Mandatory, No
"If you are taking his subject be ready for self study, in exams and assignments he will ask sums which he never discuss in class!marks in final terms , assignments and quiz are irreverent of final grade! Tough grader, giving C too! and Do not Hope for A.",1.0,3.0, Not Mandatory, No
"No proper lectures, no guidance, too much work, credits are given randomly.",1.0,5.0, Not Mandatory, No
"You have to read a lot. Lots of assignments, 2 quizzes, 2 projects, 1 final exam. Need to get good marks in every component to get minimum B grade. If you have good base in probability and you are a hard-working guy then this professor is for you. Final exam weightage is 40% which would have 50% probability type questions and remaining is theory.",2.0,5.0, Not Mandatory, No
"He is rude,knows probably just as much as his students about his subject and is extremely disrespectful. If you ask him a question ""Why?"", the only answer you can expect is ""Why not?"". He thinks that we are all idiots and will literally tell you that in front of the class if you did bad on the quiz/midterm. Save yourself some nerves and avoid him.",1.0,5.0, Mandatory, No
"If you like programming  take him, assignments are long, his lectures are good but he has an unpleasant attitude. He has no sympathy for students he thinks we're all lazy. Pop quizzes are terrible you either get 0 or 10.  The midterm and final are exactly like the sample given and are exactly like the assignments so you can prepare.",2.0,4.0, Mandatory, Yes
"Fun loving, concentrates on diagrams, you have to write each and every  important word regarding question in the paper to get good marks, gave 8/66 C's and an F, 3 quizzes are just theoretical, final has 3 theoretical and 3 numerical problems, concentrate more on numericals for finals, final exam level is similar to assignments",4.0,2.0, Not Mandatory, Yes
Very clear in his lectures. A fair grader as well.,4.0,3.0, Not Mandatory, Yes
"Although he gives many pop quizzes, this prof actually prepares his lectures seriously. He knows what he's talking about and answers every question in the best way he can. I'll take his class again compared to other heavy accent profs whom I cannot understand a word.",4.0,4.0, Mandatory, Yes
"He seems as if he repeats the content as is in the textbook. Assignments are problematic assignments based on probability. The three quizzes are descriptive, so you have to pay attention to the details of each lecture. 50% of the final exam involves probability based questions, and this professor is a tough grader.",2.0,4.0, Not Mandatory, No
The Professor doesn't know anything only she will gonna read slides. You won't be able to know anything. Though grader and questions are very hard. Project is lengthy and difficult need a good laptop. ,1.0,5.0, Not Mandatory,
"Avoid ELEC472. The material is outdated, insane amount of content to learn by heart. Lectures are hard to follow, too many unexplained acronyms. Exams are hard and very different from sample exam given. Very few examples given anywhere, no textbook and exam questions are way harder than any problems done in class.",1.0,4.0, Mandatory,
"Best prof for COEN 311, overall she's meh. A very nice teacher, but not a great one, but not a bad one either. Unless you got a better alternative, you're going to be fine going with her, she's not terrible like a lot of other profs.",3.0,3.0, Mandatory, Yes
"Not the best of professors, quizzes were not well designed, 15 min. for a lengthy quiz... She also doesn't explain the best, her slides were good for me until the midterm, I used unother prof's slides to study afterwards. She is a nice person, but it's a bit hard to understand and the material is hard.",3.0,4.0, Not Mandatory, No
Teacher gives a lot of slides that contain erronous information. No textbook use. Quizzes pertain of learning her slides by heart and nothing more. She does not explain very well and is inconsistent with the reality of telecom. Very out of date material. Avoid this teacher.,1.0,1.0, Mandatory, No
"Best Professor ,  very helpful , easy grade  best teacher so far .",5.0,2.0, Not Mandatory, Yes
"This professor amazes me by how nice she is. She has a clear grading criteria, her quizzes are fair and her slides are informative . But again, the best thing about this professor is that she's very helpful outside class, I can't stress that enough. Some may not like her slides but I found them to be really informative .",5.0,1.0, Not Mandatory, Yes
She's a great teacher. Pay attention in class and go see her in office hours! You'll be glad you did!,4.5,2.0, Mandatory,
Grade saver,4.0,1.0,,
"Great teacher. Pay attention in class, ask questions and do the assignments and you'll do well. Is always willing to help!",4.0,3.0,,
"she was pretty easy for this course, but she did not explain anything properly.",1.0,5.0,,
"Worst course notes I've ever seen: bad handwriting, impossible small copies from old textbooks. After so many years of teaching the same stuff, still not capable to use a word processor to collect all this mess in a readable form. In class explanations not clear, strong accent. I had to rely on external sources of information, much better organized",2.0,2.0,,
"AVOID! No clarity at all, knows nothing about the material. Just reads non-clear slides and make them almost impossible to understand! ... Just another typical Concord** ""Professor"".",1.0,4.0,,
"She isn,t too bad, but her thick accent and her notes are both very unclear. She is nice and knowledgable, but needs to practice writing good notes for the class, instead of coying them from  the text.",2.5,3.0, Mandatory,
meh,1.0,5.0, Mandatory,
The recommended textbook is much more useful than her lecture.,2.5,3.0,,
